city_code,lat,lon
013420,4.8142912,-75.6946451
013520,4.6726615,-74.0581745
013530,11.2422289,-74.2055606
013550,4.5821279,-74.2197205
013570,10.9054516,-74.7740531
013620,10.4650361,-73.2528426
013630,4.1315113,-73.6206667
013670,-4.2694407,15.2712256
013680,-4.8465683,11.7625999
013820,10.0173148,-84.2132869
013870,9.9325427,-84.0795782
013910,45.813177,15.977048
013930,21.3789431,-77.9183989
013980,20.8870943,-76.2592587
013990,23.135305,-82.3589631
014060,20.0223513,-75.8217639
014110,49.1922443,16.6113382
014160,49.8349139,18.2820084
014180,50.0874654,14.4212535
014200,6.3676953,2.4252507
014220,9.3363661,2.62416
014230,6.4990718,2.6253361
014250,56.1496278,10.2134046
014260,55.6867243,12.5700724
014310,19.4502926,-70.6906112
014320,18.4801972,-69.942111
014321,18.4801972,-69.942111
014340,-2.8973745,-79.0044518
014380,-2.1899066,-79.887726
014460,-0.2201641,-78.5123274
014475,-0.2954064,-78.4317185
014480,-2.9101444,-78.9848412
014570,13.4803899,-88.17722
014590,13.9947208,-89.5566796
014610,13.7036258,-89.1504837
014630,9,38.75
014740,15.3389667,38.9326763
014770,59.4372155,24.7453688
014820,60.2051454,24.6569676
014830,60.1674098,24.9425769
014950,44.841225,-0.5800364
015010,45.1875602,5.7357819
015040,50.6305089,3.0706414
015060,45.7578137,4.8320114
015070,43.2961743,5.3699525
015090,43.6112422,3.8767337
015120,47.2186371,-1.5541362
015130,43.7009358,7.2683912
015160,48.8566969,2.3514616
015190,48.1113387,-1.6800198
015200,49.4404591,1.0939658
015210,45.4401467,4.3873058
015220,48.584614,7.7507127
015230,43.1257311,5.9304919
015240,43.6044622,1.4442469
015330,11.5936903,43.1472724
015340,0.390002,9.454001
015390,41.6934591,44.8014495
015440,31.5077213,34.4607415
015500,48.3668041,10.8986971
015520,52.5170365,13.3888599
015530,52.0191005,8.531007
015540,51.4818111,7.2196635
015550,50.735851,7.10066
015570,52.2646577,10.5236066
015580,50.7282137,9.9824991
015630,51.5142273,7.4652789
015640,51.0493286,13.7381437
015650,51.434999,6.759562
015660,51.2254018,6.7763137
015690,51.4582235,7.0158171
015700,50.1106444,8.6820917
015730,51.5110321,7.0960124
015780,53.550341,10.000654
015800,52.3744779,9.7385532
015880,49.0068705,8.4034195
015920,50.938361,6.959974
015940,51.3406321,12.3747329
016000,49.489591,8.467236
016020,51.1946983,6.4353641
016040,48.1371079,11.5753822
016050,51.9564055,7.635792
